Route Name,Route Link,Total Buses,Operator,Bus Type,Departure Time,Boarding Point,Duration,Arrival Time,Dropping Point,Ratings,Fare,Seats Available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Tamanna Travels,A/C Sleeper (2+1),20:50,Baluganj police choki gurdwa...,05h 00m,01:50,Transport Nagar,2.8,INR 1046.67,36 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,LATSAHIB BHAWANI TOUR AND TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),20:05,GHODA CHOWK PARTAPUR,06h 00m,02:05,Alambagh,2.7,"Starts from
INR 700",34 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Jain Shiv Shankar Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:20,Bus stand Agara,05h 00m,01:20,Charbagh,2.6,"Starts from
INR 699",36 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Dev Darbar Travel Agency,A/C Sleeper (2+1),19:44,ramada hotel,0-19h 0-54m,00:50,Alambagh,2.4,INR 5099 4589,37 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,RAO TRAVELS INDIA PVT LTD.,Mercedes Benz A/C (2+2),22:35,Kuber Pur Agra,04h 25m,03:00,Alambagh,2.2,INR 2000,53 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,RAO TRAVELS INDIA PVT LTD.,Volvo AC Seater Pushback 2+2,23:35,Kuber Pur Agra,04h 25m,04:00,Alambagh,2.2,INR 2000,45 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Shri Siddhi Vinayak Travels,A/C Seater / Sleeper (2+1),23:30,Kuberpur toll plaza (yamuna e...,04h 00m,03:30,Alambagh,2.1,"Starts from
INR 500",28 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Gajkaran Travels And Cargo,A/C Seater / Sleeper (2+1),23:50,Dwarka Circle,04h 30m,04:20,Gajkaran Travels And Cargo,2.0,"Starts from
INR 1099",27 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Vande Bharat Travels,A/C Seater / Sleeper (2+2),23:00,Kuber cut agra,04h 00m,03:00,Alam bagh nahariya in front o...,1.8,"Starts from
INR 2475.24",54 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Vande Bharat Travels,A/C Seater / Sleeper (2+2),19:50,Kuber cut agra,04h 30m,00:20,Alambagh,1.8,"Starts from
INR 380",54 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Vande Bharat Travels,A/C Seater / Sleeper (2+2),21:00,Agra toll,05h 00m,02:00,Alambagh,1.8,"Starts from
INR 2189.52",54 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),20:00,Agra Bypass Rd,09h 00m,05:00,,1.7,"Starts from
INR 900",35 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (2+2),21:45,Agara,08h 00m,05:45,Charbagh,1.7,"Starts from
INR 999",59 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Tulsi Travel,A/C Seater / Sleeper (2+2),18:30,Agra Expressway,05h 00m,23:30,Aalam Bagh Bus Stand,1.5,INR 1500,60 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Panwar tour and Travels,A/C Seater / Sleeper (2+1),21:00,"G.S.plaza Nagla Rambakhh,kube...",06h 45m,03:45,Alambagh,1.5,"Starts from
INR 990 891",29 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Kusum Travels and Logistics,NON A/C Sleeper (2+1),20:55,Shilpa shrinath travels,04h 00m,00:55,Bypass (lucknow),1.5,INR 3799,40 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),21:30,Agara,0-19h 00m,02:30,Charbagh,1.2,"Starts from
INR 1500",39 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Maa Laxmi Bihar Express,Non A/C Seater / Sleeper (2+1),17:30,Bypass Agra,05h 00m,22:30,BY PASS,1.4,"Starts from
INR 1000",28 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),18:00,Agara,05h 30m,23:30,Charbagh,1.2,"Starts from
INR 1899",47 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,SHRI SIDDHI TRAVELS,A/C Seater / Sleeper (2+2),20:16,Agra ISBT,04h 30m,00:46,Transport Nagar,1.2,"Starts from
INR 1000",60 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,Maa kali Travels,A/C Seater / Sleeper (2+2),21:25,Agra kuberpur Toll plaza,09h 00m,06:25,Narariya Chauraha,1.0,"Starts from
INR 1900",39 Seats available
Agra to Lucknow Bus,https://www.redbus.in/bus-tickets/agra-to-lucknow,153 Buses,United Manjushree tours and Travels,A/C Seater Push Back (2+2),23:00,Agra Kuberpur By pass,04h 00m,03:00,Lucknow By pass,1.0,INR 2000,45 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - STD0360,Ordinary Non AC Seater 2+3,14:37,BAREILLY SATELITE BUS STAND,11h 53m,02:30,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - STD0304,Ordinary Non AC Seater 2+3,14:42,BAREILLY SATELITE BUS STAND,05h 35m,20:17,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - BLY0122,Janrath AC Seater 2+2,15:01,BAREILLY SATELITE BUS STAND,05h 29m,20:30,Kaisarbagh,1.8,INR 620,35 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - STD0374,Ordinary Non AC Seater 2+3,15:13,BAREILLY SATELITE BUS STAND,06h 52m,22:05,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - GRH0024,Ordinary Non AC Seater 2+3,18:15,BAREILLY SATELITE BUS STAND,06h 15m,00:30,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - SRG0232,Ordinary Non AC Seater 2+3,19:26,BAREILLY SATELITE BUS STAND,05h 34m,01:00,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - BRT0061,Ordinary Non AC Seater 2+3,19:50,BAREILLY SATELITE BUS STAND,05h 40m,01:30,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - BLY0114,Janrath AC Seater 2+2,20:01,BAREILLY SATELITE BUS STAND,05h 29m,01:30,Kaisarbagh,3.3,INR 620,36 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,20:50,BAREILLY SATELITE BUS STAND,05h 45m,02:35,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - GND0105,Ordinary Non AC Seater 2+3,20:50,BAREILLY SATELITE BUS STAND,05h 10m,02:00,AWADH BUS STAND,3.3,INR 405,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - BLY0649,Janrath AC Seater 2+3,21:05,BAREILLY SATELITE BUS STAND,05h 15m,02:20,Kaisarbagh,3.3,INR 542,48 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - PNG0065,Rajdhani Non AC Seater 2+3,21:10,BAREILLY SATELITE BUS STAND,05h 21m,02:31,Kaisarbagh,3.3,INR 429,51 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - SRG0032,Ordinary Non AC Seater 2+3,21:26,BAREILLY SATELITE BUS STAND,05h 34m,03:00,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - SRD1030,Janrath AC Seater 2+3,21:45,BAREILLY SATELITE BUS STAND,05h 55m,03:40,Kaisarbagh,3.3,INR 542,48 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - RKD0033,Janrath AC Seater 2+2,22:00,BAREILLY SATELITE BUS STAND,05h 30m,03:30,Kaisarbagh,4.8,INR 620,36 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - SRG0007,Janrath AC Seater 2+2,22:32,BAREILLY SATELITE BUS STAND,06h 28m,05:00,Kaisarbagh,3.3,INR 620,36 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - MRD1197,Janrath AC Seater 2+2,22:45,BAREILLY SATELITE BUS STAND,06h 15m,05:00,Kaisarbagh,3.3,INR 620,36 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - SRG0229,Ordinary Non AC Seater 2+3,22:45,BAREILLY SATELITE BUS STAND,05h 57m,04:42,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - SRG0188,Ordinary Non AC Seater 2+3,23:26,BAREILLY SATELITE BUS STAND,05h 34m,05:00,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - GRH0125,Ordinary Non AC Seater 2+3,23:35,BAREILLY SATELITE BUS STAND,06h 55m,06:30,Kaisarbagh,3.3,INR 429,52 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,UPSRTC - MZF0111,Janrath AC Seater 2+2,23:59,BAREILLY SATELITE BUS STAND,05h 21m,05:20,Kaisarbagh,3.3,INR 620,36 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,PTC-SKYBUS,A/C Seater/Sleeper (2+1),23:55,Bareilly Satellite,05h 20m,05:15,Alambagh,4.5,"Starts from
INR 599",35 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,Bareilly Satellite,06h 05m,05:15,Transport Nagar,3.6,"Starts from
INR 899",21 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:10,Bareilly Satellite,04h 50m,04:00,Alam bagh naheriya,3.0,"Starts from
INR 799 719",25 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,Shakmbhari Travels,A/C Seater / Sleeper (2+1),23:55,Satelite Bus Stand Bareilly,05h 35m,05:30,Alambagh,4.0,"Starts from
INR 394",29 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+1),23:00,Bareilly Satellite,06h 00m,05:00,Alambagh,3.7,"Starts from
INR 749",22 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,Krishna Travels,A/C Seater/Sleeper (2+1),23:30,Bareilly Satellite,05h 44m,05:14,Alambagh,3.5,"Starts from
INR 379",21 Seats available
Bareilly (Uttar Pradesh) to Lucknow Bus,https://www.redbus.in/bus-tickets/bareilly-to-lucknow,28 Buses,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),23:40,Satipur chouraha opp vaishal...,05h 15m,04:55,Alambagh,4.6,INR 999,15 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0263,Ordinary Non AC Seater 2+3,15:00,SHAHJAHANPUR BUS STAND,07h 20m,22:20,Anand Vihar,3.3,INR 584,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0271,Ordinary Non AC Seater 2+3,16:01,SHAHJAHANPUR BUS STAND,07h 20m,23:21,Anand Vihar,3.3,INR 584,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0032,Ordinary Non AC Seater 2+3,16:30,SHAHJAHANPUR BUS STAND,08h 00m,00:30,Anand Vihar,3.3,INR 584,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0278,Ordinary Non AC Seater 2+3,17:31,SHAHJAHANPUR BUS STAND,07h 20m,00:51,Anand Vihar,3.3,INR 584,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - HDD0063,Ordinary Non AC Seater 2+3,18:00,SHAHJAHANPUR BUS STAND,07h 03m,01:03,Kaushambi Bus Stand(Delhi),3.3,INR 550,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0610,Ordinary Non AC Seater 2+3,18:45,SHAHJAHANPUR BUS STAND,08h 00m,02:45,Anand Vihar,3.3,INR 584,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,19:40,SHAHJAHANPUR BUS STAND,08h 20m,04:00,Anand Vihar,3.3,INR 567,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0281,Ordinary Non AC Seater 2+3,19:45,SHAHJAHANPUR BUS STAND,07h 20m,03:05,Anand Vihar,3.3,INR 584,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - STD0163,Ordinary Non AC Seater 2+3,19:58,BAREILLY MOD BUS STAND,09h 18m,05:16,Kaushambi Bus Stand(Delhi),3.3,INR 582,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - STD0368,Ordinary Non AC Seater 2+3,20:01,BAREILLY MOD BUS STAND,08h 39m,04:40,Anand Vihar,3.3,INR 613,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - HDD0005,Janrath AC Seater 2+2,20:45,SHAHJAHANPUR BUS STAND,08h 45m,05:30,Kaushambi Bus Stand(Delhi),3.2,INR 839,32 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - NCL0321,Ordinary Non AC Seater 2+3,20:51,BAREILLY MOD BUS STAND,08h 34m,05:25,Anand Vihar,3.3,INR 561,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0286,Ordinary Non AC Seater 2+3,21:00,SHAHJAHANPUR BUS STAND,07h 20m,04:20,Anand Vihar,3.3,INR 584,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - STD0144,Ordinary Non AC Seater 2+3,21:28,BAREILLY MOD BUS STAND,09h 02m,06:30,Anand Vihar,3.3,INR 613,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - GLA0141,Janrath AC Seater 2+2,21:35,SHAHJAHANPUR BUS STAND,07h 30m,05:05,Kaushambi Bus Stand(Delhi),3.7,INR 841,31 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - SJP0288,Ordinary Non AC Seater 2+3,21:45,SHAHJAHANPUR BUS STAND,07h 20m,05:05,Anand Vihar,3.3,INR 634,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - KSB0408,Janrath AC Seater 2+2,22:10,SHAHJAHANPUR BUS STAND,07h 20m,05:30,Kaushambi Bus Stand(Delhi),3.3,INR 818,35 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - STD0072,Janrath AC Seater 2+2,22:40,SHAHJAHANPUR BUS STAND,07h 05m,05:45,Kaushambi Bus Stand(Delhi),2.5,INR 818,33 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,UPSRTC - GND0100,Ordinary Non AC Seater 2+3,23:55,SHAHJAHANPUR BUS STAND,08h 05m,08:00,Kaushambi Bus Stand(Delhi),3.3,INR 536,52 Seats available
Shahjahanpur (Uttar Pradesh) to Delhi Bus,https://www.redbus.in/bus-tickets/shahjahanpur-to-delhi,20 Buses,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),22:45,Hardoi bypass rd,07h 10m,05:55,Anand Vihar,4.8,"Starts from
INR 799",22 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - GND0105,Ordinary Non AC Seater 2+3,14:25,Kaushambi Bus Stand(Delhi),11h 05m,01:30,Kaisarbagh,3.3,INR 839,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - SLP0073,Rajdhani Non AC Seater 2+3,16:00,Anand Vihar,09h 00m,01:00,Alambagh,3.0,INR 906,51 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0252,Ordinary Non AC Seater 2+3,16:01,Anand Vihar,14h 59m,07:00,Kaisarbagh,3.3,INR 826,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0085,Ordinary Non AC Seater 2+3,16:06,Anand Vihar,13h 35m,05:41,Kaisarbagh,3.3,INR 807,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0008,Ordinary Non AC Seater 2+3,16:30,Anand Vihar,13h 50m,06:20,Kaisarbagh,3.3,INR 807,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - SBD0041,Janrath AC Seater 2+2,17:00,NOIDA BUS STAND,08h 20m,01:20,Alambagh,2.9,INR 1204,36 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - SRG0229,Ordinary Non AC Seater 2+3,17:00,Kaushambi Bus Stand(Delhi),11h 42m,04:42,Kaisarbagh,3.3,INR 839,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0254,Ordinary Non AC Seater 2+3,17:01,Anand Vihar,14h 59m,08:00,Kaisarbagh,3.3,INR 826,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0090,Ordinary Non AC Seater 2+3,17:04,Anand Vihar,14h 23m,07:27,Kaisarbagh,3.3,INR 807,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0074,Ordinary Non AC Seater 2+3,17:05,Anand Vihar,14h 50m,07:55,Kaisarbagh,3.3,INR 776,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0513,Ordinary Non AC Seater 2+3,17:29,Anand Vihar,13h 01m,06:30,Kaisarbagh,3.3,INR 780,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - GRH0125,Ordinary Non AC Seater 2+3,17:30,Kaushambi Bus Stand(Delhi),13h 00m,06:30,Kaisarbagh,3.3,INR 839,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - LNI0300,Rajdhani Non AC Seater 2+3,17:50,Kaushambi Bus Stand(Delhi),22h 25m,16:15,Kaisarbagh,3.3,INR 839,51 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0255,Ordinary Non AC Seater 2+3,17:58,Anand Vihar,15h 00m,08:58,Kaisarbagh,3.3,INR 826,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - BSR0056,Rajdhani Non AC Seater 2+3,18:04,Kaushambi Bus Stand(Delhi),11h 12m,05:16,Alambagh,3.3,INR 858,51 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0079,Ordinary Non AC Seater 2+3,18:05,Anand Vihar,14h 50m,08:55,Kaisarbagh,3.3,INR 826,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0171,Ordinary Non AC Seater 2+3,18:06,Anand Vihar,11h 46m,05:52,Kaisarbagh,3.3,INR 768,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0006,Janrath AC Seater 2+2,18:30,Kaushambi Bus Stand(Delhi),12h 16m,06:46,Kaisarbagh,3.3,INR 1178,36 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - KRJ0018,Ordinary Non AC Seater 2+3,18:30,Kaushambi Bus Stand(Delhi),11h 30m,06:00,Alambagh,3.3,INR 796,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - KRJ0022,Ordinary Non AC Seater 2+3,19:00,Kaushambi Bus Stand(Delhi),12h 00m,07:00,Alambagh,3.6,INR 796,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0292,Rajdhani Non AC Seater 2+3,19:00,Anand Vihar,11h 00m,06:00,Kaisarbagh,1.4,INR 797,51 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - SBD0110,Pink Express AC Seater 2+2,19:01,Kaushambi Bus Stand(Delhi),10h 59m,06:00,Kaisarbagh,3.3,INR 1184,41 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0095,Ordinary Non AC Seater 2+3,19:02,Anand Vihar,14h 29m,09:31,Kaisarbagh,3.3,INR 807,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - LNI0192,Ordinary Non AC Seater 2+3,19:03,Kaushambi Bus Stand(Delhi),10h 17m,05:20,Kaisarbagh,3.3,INR 839,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0111,Ordinary Non AC Seater 2+3,19:03,Anand Vihar,14h 51m,09:54,Kaisarbagh,3.3,INR 776,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - LNI0164,Rajdhani Non AC Seater 2+3,19:05,Kaushambi Bus Stand(Delhi),10h 55m,06:00,Kaisarbagh,3.3,INR 839,51 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - SBD0597,Janrath AC Seater 2+2,19:10,NOIDA BUS STAND,09h 20m,04:30,Alambagh,3.3,INR 1204,36 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - SBD0066,Ordinary Non AC Seater 2+3,19:35,Kaushambi Bus Stand(Delhi),10h 55m,06:30,Kaisarbagh,3.3,INR 839,52 Seats available
Delhi to Lucknow Bus,https://www.redbus.in/bus-tickets/delhi-to-lucknow,251 Buses,UPSRTC - HDD0031,Ordinary Non AC Seater 2+3,19:45,Anand Vihar,14h 30m,10:15,Kaisarbagh,3.3,INR 815,52 Seats available
